date;timeStamp;rawPd1;rawPd2;rosa1530pd;ntc_1530;ntc_1310;opCode;cur_1530;cur_1310;metadata;app_session_counter;device_config;intpl_ntc_1530;intpl_ntc_1310;intpl_rawPd1;intpl_rawPd2
2025-03-26 06:36:35.300267935+01:00;1742967395.300268;-0.3545099919450273;-0.8260280878577337;-0.0215178753754944;;;;;;;;;45.02064;26.21807;-0.355;-0.826
2025-03-26 06:36:35.301740170+01:00;1742967395.3017402;;;;45.0207;26.2208;;-0.0717;0.0536;;;;45.0207;26.2208;-0.355;-0.826
2025-03-26 06:36:35.320627689+01:00;1742967395.3206277;-0.3544867461307938;-0.8237643031793002;-0.0215047623520806;;;;;;;;;45.02164;26.25075;-0.354;-0.824
2025-03-26 06:36:35.340905428+01:00;1742967395.3409054;-0.3546059554345555;-0.815203883076177;-0.0215482737479536;;;;;;;;;45.02265;26.28291;-0.355;-0.815
2025-03-26 06:36:35.361336231+01:00;1742967395.3613362;-0.3544950907820571;-0.8191145442860776;-0.0215834404925633;;;;;;;;;45.02366;26.3153;-0.354;-0.819
2025-03-26 06:36:35.381645918+01:00;1742967395.381646;-0.3544032996181607;-0.8282090220700529;-0.0216305281675491;;;;;;;;;45.02467;26.34751;-0.354;-0.828
2025-03-26 06:36:35.401915312+01:00;1742967395.4019153;-0.3548640435771994;-0.8320320644416886;-0.021668079098234;;;;;;;;;45.02568;26.37965;-0.355;-0.832
2025-03-26 06:36:35.422184944+01:00;1742967395.422185;-0.3548682159028311;-0.8367980524060789;-0.0217092063080318;;;;;;;;;45.02668;26.41179;-0.355;-0.837
2025-03-26 06:36:35.442461491+01:00;1742967395.4424615;-0.354865235670237;-0.8359731240240483;-0.0217205311918891;;;;;;;;;45.02769;26.44395;-0.355;-0.836
2025-03-26 06:36:35.462747097+01:00;1742967395.462747;-0.3548348372977778;-0.8367026849630695;-0.0217497374713107;;;;;;;;;45.0287;26.47611;-0.355;-0.837
2025-03-26 06:36:35.483052492+01:00;1742967395.4830525;-0.3548735803215003;-0.8336545030658845;-0.0217717911925066;;;;;;;;;45.02971;26.50831;-0.355;-0.834
2025-03-26 06:36:35.503348827+01:00;1742967395.5033488;-0.3548580831120113;-0.8301300800001716;-0.0217908646811085;;;;;;;;;45.03072;26.5405;-0.355;-0.83
2025-03-26 06:36:35.523651600+01:00;1742967395.5236516;-0.3548503345072668;-0.832848052125937;-0.0218039777045223;;;;;;;;;45.03172;26.57269;-0.355;-0.833
2025-03-26 06:36:35.543953896+01:00;1742967395.543954;-0.3548592752050489;-0.8358360333247224;-0.0218147065418608;;;;;;;;;45.03273;26.60489;-0.355;-0.836
2025-03-26 06:36:35.579122066+01:00;1742967395.579122;-0.3548795407866884;-0.8328337470094856;-0.0218242432861618;;;;;;;;;45.03448;26.66065;-0.355;-0.833
2025-03-26 06:36:35.610804081+01:00;1742967395.610804;-0.3543466751988739;-0.8344871800526595;-0.0218361642165379;;;;;;;;;45.03605;26.71089;-0.354;-0.834
2025-03-26 06:36:35.619763613+01:00;1742967395.6197636;;;;45.0365;26.7251;;-0.0716;0.0536;;;;45.0365;26.7251;-0.354;-0.835
2025-03-26 06:36:35.631235600+01:00;1742967395.6312356;-0.3543508475245056;-0.8352340263407262;-0.0218319918909063;;;;;;;;;45.03705;26.74375;-0.354;-0.835
2025-03-26 06:36:35.651887417+01:00;1742967395.6518874;-0.3547877496227919;-0.833503703296626;-0.0218415286352072;;;;;;;;;45.03804;26.77731;-0.355;-0.834
2025-03-26 06:36:35.672288418+01:00;1742967395.6722884;-0.3545290654336292;-0.829628804877854;-0.0218230511931241;;;;;;;;;45.03902;26.81048;-0.355;-0.83
2025-03-26 06:36:35.693020105+01:00;1742967395.69302;-0.3545463507826746;-0.8311749495476424;-0.0217866923554768;;;;;;;;;45.04001;26.84417;-0.355;-0.831
